Id,SalePrice
1603,135586.97
1604,266229.25
1605,233470.23
1606,176585.95
1607,305571.56
1608,220774.81
1609,181094.73
1610,163866.12
1611,160097.75
1612,179684.77
1613,190126.3
1614,132972.55
1615,128585.52
1616,120670.49
1617,123553.836
1618,128903.41
1619,124884.14
1620,270797.5
1621,153479.3
1622,173014.03
1623,288550.16
1624,238343.38
1625,137893.36
1626,185882.7
1627,190790.2
1628,277236.03
1629,176145.19
1630,341496.8
1631,217719.48
1632,246009.14
1633,167885.23
1634,191419.45
1635,160121.97
1636,149745.3
1637,217553.42
1638,211489.67
1639,219200.36
1640,280307.56
1641,204519.89
1642,222814.1
1643,225404.34
1644,231368.73
1645,234713.27
1646,149479.52
1647,165202.05
1648,162275.47
1649,133575.77
1650,130216.62
1651,131896.73
1652,127303.21
1653,124686.51
1654,175708.47
1655,144903.48
1656,162949.27
1657,175658.11
1658,164399.02
1659,136270.84
1660,148550.39
1661,396799.75
1662,363122.16
1663,335436.22
1664,450420.88
1665,303470.7
1666,298945.72
1667,365286.9
1668,319159.6
1669,302477.5
1670,331865.34
1671,284281.2
1672,378779.75
1673,286461.4
1674,250125.31
1675,196090.31
1676,189690.23
1677,226552.77
1678,450731.06
1679,330030.03
1680,332863.6
1681,236778.08
1682,294708.12
1683,191945.97
1684,165790.22
1685,164407.25
1686,169185.45
1687,165013.08
1688,197203.38
1689,197583.4
1690,178566.94
1691,171346.39
1692,234852.52
1693,155421.86
1694,165146.27
1695,164249.05
1696,275333.5
1697,164655.06
1698,349490.56
1699,320703.12
1700,260188.48
1701,280873.12
1702,275826.38
1703,245561.11
1704,257088.97
1705,203428.42
1706,447569.94
1707,212846.33
1708,212727.06
1709,272611.47
1710,217455.23
1711,255204.66
1712,292497.2
1713,260766.08
1714,238700.42
1715,208764.5
1716,193101.6
1717,171687.39
1718,141982.83
1719,195160.84
1720,245281.42
1721,158093.95
1722,134291.52
1723,152247.4
1724,218659.92
1725,232358.81
1726,191556.53
1727,171969.97
1728,177552.84
1729,154832.62
1730,156819.31
1731,126981.56
1732,142594.3
1733,133510.83
1734,132638.95
1735,128809.42
1736,121800.69
1737,319025.72
1738,246186.84
1739,335412.84
1740,262409.66
1741,183117.83
1742,172053.11
1743,176425.11
1744,304932.62
1745,274868.22
1746,220359.39
1747,222017.81
1748,278541.28
1749,191066.72
1750,149226.64
1751,254458.25
1752,125423.33
1753,210270.48
1754,212249.61
1755,161046.38
1756,137396.92
1757,125738.8
1758,181469.86
1759,206751.9
1760,195302.67
1761,170194.06
1762,225330.69
1763,197861.64
1764,133696.97
1765,249575.81
1766,211151.25
1767,253582.27
1768,155798.8
1769,188337.72
1770,143056.84
1771,151456.25
1772,196675.4
1773,157788.67
1774,232132.23
1775,137370.42
1776,132927.36
1777,106044.234
1778,137266.16
1779,134917.4
1780,166662.62
1781,151841.2
1782,123237.71
1783,170617.08
1784,123377.43
1785,138816.77
1786,216462.44
1787,190517.64
1788,61833.656
1789,129626.555
1790,90404.87
1791,293096.97
1792,192992.06
1793,148353.4
1794,141857.05
1795,146563.4
1796,133382.36
1797,149483.81
1798,134455.0
1799,106732.41
1800,136177.03
1801,163714.2
1802,163473.12
1803,190203.05
1804,136432.25
1805,138014.42
1806,159631.55
1807,206908.31
1808,136984.23
1809,155200.02
1810,184705.12
1811,137782.08
1812,148680.02
1813,151051.16
1814,125056.16
1815,52904.414
1816,102833.85
1817,171664.14
1818,201042.31
1819,143002.44
1820,84990.445
1821,156434.61
1822,176688.16
1823,72797.99
1824,184094.8
1825,164749.53
1826,128347.64
1827,131343.69
1828,191475.56
1829,167137.56
1830,205101.1
1831,197226.02
1832,183776.28
1833,196201.27
1834,153827.81
1835,183289.48
1836,205328.48
1837,114016.69
1838,145608.12
1839,81224.234
1840,163788.56
1841,155462.42
1842,116164.445
1843,152891.95
1844,128406.66
1845,168658.4
1846,159529.25
1847,224489.3
1848,62854.53
1849,139301.47
1850,136983.52
1851,166454.44
1852,148496.27
1853,132347.23
1854,155015.27
1855,153329.88
1856,229009.73
1857,171951.08
1858,196370.64
1859,145297.1
1860,160328.77
1861,145297.1
1862,353854.38
1863,341983.5
1864,341983.5
1865,312724.97
1866,318266.0
1867,249838.58
1868,270907.94
1869,189183.73
1870,237188.9
1871,225855.84
1872,152833.58
1873,228669.42
1874,130413.64
1875,184806.77
1876,203447.55
1877,209871.62
1878,218426.19
1879,128080.016
1880,139995.05
1881,266286.4
1882,266787.9
1883,195499.47
1884,224427.23
1885,228561.14
1886,270381.72
1887,184200.6
1888,259890.03
1889,148874.6
1890,158590.36
1891,144019.72
1892,124313.94
1893,154197.89
1894,195357.94
1895,175315.05
1896,147651.16
1897,147658.44
1898,153406.05
1899,154387.89
1900,153469.02
1901,189260.84
1902,199163.03
1903,260659.66
1904,151410.86
1905,228062.7
1906,187720.14
1907,230395.56
1908,129275.88
1909,149354.31
1910,146666.66
1911,226070.0
1912,321811.62
1913,199099.39
1914,68968.27
1915,271689.56
1916,68224.2
1917,261833.84
1918,138254.11
1919,184859.64
1920,224980.17
1921,339723.0
1922,301630.88
1923,228047.9
1924,236150.1
1925,221490.05
1926,313207.34
1927,131088.05
1928,179243.86
1929,132751.58
1930,132493.77
1931,130773.46
1932,149361.1
1933,223796.69
1934,173060.61
1935,163484.52
1936,192374.1
1937,186996.88
1938,169762.23
1939,253490.95
1940,183687.97
1941,175854.56
1942,194276.4
1943,210088.02
1944,305334.5
1945,318807.7
1946,195177.64
1947,293128.28
1948,218626.47
1949,263833.72
1950,181909.25
1951,297979.97
1952,258526.23
1953,159254.14
1954,215078.98
1955,151133.28
1956,385724.6
1957,188456.98
1958,324148.0
1959,189373.44
1960,136688.77
1961,121161.5
1962,126483.0
1963,132746.73
1964,133943.2
1965,162980.36
1966,152672.33
1967,270018.34
1968,361246.75
1969,315040.12
1970,449473.1
1971,458764.88
1972,329018.75
1973,247189.33
1974,311324.6
1975,448985.84
1976,269354.66
1977,310245.47
1978,349514.88
1979,347382.5
1980,177123.22
1981,329389.75
1982,211152.38
1983,184166.53
1984,184150.83
1985,213737.28
1986,230295.72
1987,178611.6
1988,163407.14
1989,195262.72
1990,216754.33
1991,228401.3
1992,211772.05
1993,168838.84
1994,252925.72
1995,173131.1
1996,256328.17
1997,294417.06
1998,298043.8
1999,249206.42
2000,300772.78
2001,282692.22
2002,233840.39
2003,270341.06
2004,252161.83
2005,213787.8
2006,229883.06
2007,253369.47
2008,205437.5
2009,192433.61
2010,194121.1
2011,156338.47
2012,167930.61
2013,169795.08
2014,186619.31
2015,204938.83
2016,191330.75
2017,197851.9
2018,121606.016
2019,134963.97
2020,124262.836
2021,121447.195
2022,193298.64
2023,194470.94
2024,304469.66
2025,312052.53
2026,168015.98
2027,153745.42
2028,168794.42
2029,169696.72
2030,277197.53
2031,223002.31
2032,233893.36
2033,268127.8
2034,160960.62
2035,211147.7
2036,222145.8
2037,227336.84
2038,306940.88
2039,191971.45
2040,312886.56
2041,276778.97
2042,205936.6
2043,198946.53
2044,232141.2
2045,221933.7
2046,205626.0
2047,158559.73
2048,135718.34
2049,226383.55
2050,181823.02
2051,102848.2
2052,149299.4
2053,147995.8
2054,100805.02
2055,194388.92
2056,147668.06
2057,134174.28
2058,226440.61
2059,148640.4
2060,199305.88
2061,235869.81
2062,143266.08
2063,130549.19
2064,157925.39
2065,134542.48
2066,200217.3
2067,151110.48
2068,240177.05
2069,75821.62
2070,144360.77
2071,108650.93
2072,208320.61
2073,144308.53
2074,195150.88
2075,147718.03
2076,130621.01
2077,161537.81
2078,128452.59
2079,156087.84
2080,134131.25
2081,150814.61
2082,223880.77
2083,180843.7
2084,126787.81
2085,142986.52
2086,156438.16
2087,153666.98
2088,153189.23
2089,95554.61
2090,163800.2
2091,137011.16
2092,197233.8
2093,202688.75
2094,128452.305
2095,187578.7
2096,104453.01
2097,128430.29
2098,192283.08
2099,51833.883
2100,142644.11
2101,180231.1
2102,161248.6
2103,127069.44
2104,240428.7
2105,156925.61
2106,118091.664
2107,247638.4
2108,131708.38
2109,132578.1
2110,157358.39
2111,185920.56
2112,193067.84
2113,136884.06
2114,142298.3
2115,184502.53
2116,135736.5
2117,193871.64
2118,151600.84
2119,134691.45
2120,138908.92
2121,81504.53
2122,147714.5
2123,78068.945
2124,218829.92
2125,219447.83
2126,190995.5
2127,201985.06
2128,184148.77
2129,115090.79
2130,179980.25
2131,194119.67
2132,158434.84
2133,137042.69
2134,149867.86
2135,99933.89
2136,134802.9
2137,133515.31
2138,151147.64
2139,149375.28
2140,136461.66
2141,140964.89
2142,131298.81
2143,152088.42
2144,136747.56
2145,137455.33
2146,171236.16
2147,197949.78
2148,154739.2
2149,149396.77
2150,207220.12
2151,132459.4
2152,186549.47
2153,231779.06
2154,103356.83
2155,156026.39
2156,309787.1
2157,250146.0
2158,237931.11
2159,204198.5
2160,157916.31
2161,249034.9
2162,356346.47
2163,329835.22
2164,238904.16
2165,222310.48
2166,142086.97
2167,207464.38
2168,202396.83
2169,182635.12
2170,235723.81
2171,159031.38
2172,147438.38
2173,206203.62
2174,249317.56
2175,297613.62
2176,303405.5
2177,262144.88
2178,197056.62
2179,142864.0
2180,243496.56
2181,187828.7
2182,229217.83
2183,198981.52
2184,145262.5
2185,138728.23
2186,148725.8
2187,158386.33
2188,154484.33
2189,483533.16
2190,105711.55
2191,109048.125
2192,107724.3
2193,139986.28
2194,103089.64
2195,129346.16
2196,137221.31
2197,155354.02
2198,181214.98
2199,216725.36
2200,161692.56
2201,149032.72
2202,196401.06
2203,196511.7
2204,203298.72
2205,164206.61
2206,149863.81
2207,227036.72
2208,237548.28
2209,280187.25
2210,129385.04
2211,130407.72
2212,136520.64
2213,136657.38
2214,173768.23
2215,127364.32
2216,214502.12
2217,68231.11
2218,136001.83
2219,86260.27
2220,114573.02
2221,263273.5
2222,243292.27
2223,315898.75
2224,221777.73
2225,161422.95
2226,253339.4
2227,219622.11
2228,243970.4
2229,234609.67
2230,160625.39
2231,212951.75
2232,214632.25
2233,174024.36
2234,226041.56
2235,231813.81
2236,275590.94
2237,301179.16
2238,192372.52
2239,141015.48
2240,161029.06
2241,180480.95
2242,146000.2
2243,158311.8
2244,127878.36
2245,114355.9
2246,155171.64
2247,134244.33
2248,125973.52
2249,126513.516
2250,131898.75
2251,166959.48
2252,212408.62
2253,143933.5
2254,174241.45
2255,192613.12
2256,169459.3
2257,248378.53
2258,158012.33
2259,187398.27
2260,160505.84
2261,184628.08
2262,184616.0
2263,329447.75
2264,481824.16
2265,178425.33
2266,286404.97
2267,341646.56
2268,365985.78
2269,178395.72
2270,187513.84
2271,240437.83
2272,222114.88
2273,157573.06
2274,191766.73
2275,211165.81
2276,197679.2
2277,207596.27
2278,179254.38
2279,138135.4
2280,130817.17
2281,189472.3
2282,162067.42
2283,130294.62
2284,139922.45
2285,152930.52
2286,129868.52
2287,296437.34
2288,276451.72
2289,338091.16
2290,456381.0
2291,305899.88
2292,329416.5
2293,469453.22
2294,358430.88
2295,397688.2
2296,301979.56
2297,309342.56
2298,320403.6
2299,444333.25
2300,324349.7
2301,278351.6
2302,250187.45
2303,261628.02
2304,244698.3
2305,175134.64
2306,173116.34
2307,199348.7
2308,240961.92
2309,281581.8
2310,180966.14
2311,195856.98
2312,174476.1
2313,158684.1
2314,162575.23
2315,158173.92
2316,175872.2
2317,179892.48
2318,162283.08
2319,171766.34
2320,168686.78
2321,217022.45
2322,166409.39
2323,161753.88
2324,170815.78
2325,207626.88
2326,159927.16
2327,208395.97
2328,224832.36
2329,196874.58
2330,194576.03
2331,336184.25
2332,431118.16
2333,329706.0
2334,263879.0
2335,252974.92
2336,310994.53
2337,198179.9
2338,270483.97
2339,217712.47
2340,337946.72
2341,206942.88
2342,226787.62
2343,228131.02
2344,246424.77
2345,237082.22
2346,208052.66
2347,204204.77
2348,227630.95
2349,175164.89
2350,285001.88
2351,254724.62
2352,251620.73
2353,294761.94
2354,140916.92
2355,147379.27
2356,151152.61
2357,203936.4
2358,204169.73
2359,151534.58
2360,130010.75
2361,151992.52
2362,280027.44
2363,149610.36
2364,153567.53
2365,226868.1
2366,180485.97
2367,229404.83
2368,205029.42
2369,224913.17
2370,170757.94
2371,173043.64
2372,206898.95
2373,253530.36
2374,285766.66
2375,241513.86
2376,320841.9
2377,329314.0
2378,159066.92
2379,252692.6
2380,140552.69
2381,188679.58
2382,214367.69
2383,229319.19
2384,237191.64
2385,150666.95
2386,146491.14
2387,139495.33
2388,137111.53
2389,134787.94
2390,156673.4
2391,147014.67
2392,124969.83
2393,161997.78
2394,147870.11
2395,224765.14
2396,164385.92
2397,244420.1
2398,143153.34
2399,81258.86
2400,81785.27
2401,130760.27
2402,154374.8
2403,220865.27
2404,154868.39
2405,182250.67
2406,139191.73
2407,130726.375
2408,158745.9
2409,152495.0
2410,204358.5
2411,126382.8
2412,176102.31
2413,149211.1
2414,152711.48
2415,201676.48
2416,139804.78
2417,130374.99
2418,132125.23
2419,177703.0
2420,131685.78
2421,217647.5
2422,130499.23
2423,155750.78
2424,197203.73
2425,446833.97
2426,163404.17
2427,153169.23
2428,199647.48
2429,124537.28
2430,128626.805
2431,144942.22
2432,132836.86
2433,156669.58
2434,158745.19
2435,174248.19
2436,81253.39
2437,122757.68
2438,128418.625
2439,133315.16
2440,157955.56
2441,132858.66
2442,123817.48
2443,140984.38
2444,152411.2
2445,131568.53
2446,180161.19
2447,203605.02
2448,161661.55
2449,149645.36
2450,196114.61
2451,158132.53
2452,241514.45
2453,85256.5
2454,143888.69
2455,132944.36
2456,156911.11
2457,154561.3
2458,142496.33
2459,127951.23
2460,178255.1
2461,149554.9
2462,162124.25
2463,151153.2
2464,246305.16
2465,157275.7
2466,151156.7
2467,149739.58
2468,130985.875
2469,148775.88
2470,257817.06
2471,236598.67
2472,244292.08
2473,138298.86
2474,158465.77
2475,261708.52
2476,138356.77
2477,135920.34
2478,205605.3
2479,131123.69
2480,129854.15
2481,127092.41
2482,135427.3
2483,117552.18
2484,127684.24
2485,131138.39
2486,161198.97
2487,293827.3
2488,157422.19
2489,178803.7
2490,151383.47
2491,96787.34
2492,202350.78
2493,145961.69
2494,199467.36
2495,135240.7
2496,295918.44
2497,198298.73
2498,121103.2
2499,86465.83
2500,127735.88
2501,158862.31
2502,158865.52
2503,149557.33
2504,263677.2
2505,234926.69
2506,244259.38
2507,339509.8
2508,244798.61
2509,223756.64
2510,204212.48
2511,174175.72
2512,214223.48
2513,213226.58
2514,251001.39
2515,145570.77
2516,149034.03
2517,143508.33
2518,143220.16
2519,222621.42
2520,209815.0
2521,196086.81
2522,229957.31
2523,127901.61
2524,135566.38
2525,137312.12
2526,148096.61
2527,127462.23
2528,125184.63
2529,132680.4
2530,137129.98
2531,280860.12
2532,235796.4
2533,201310.2
2534,231583.39
2535,310779.3
2536,233677.27
2537,222098.31
2538,166721.0
2539,173161.58
2540,172294.89
2541,163537.92
2542,163986.5
2543,146720.08
2544,145394.17
2545,161290.52
2546,163953.34
2547,151515.67
2548,196710.67
2549,162413.73
2550,501917.62
2551,143151.06
2552,129332.33
2553,105826.76
2554,149381.97
2555,120035.76
2556,126160.17
2557,132108.78
2558,292571.06
2559,185867.88
2560,154439.61
2561,138259.22
2562,170815.38
2563,159621.62
2564,206569.08
2565,140481.67
2566,202667.47
2567,150950.84
2568,240777.11
2569,211565.89
2570,129640.46
2571,222674.81
2572,154329.98
2573,241801.72
2574,279225.44
2575,155378.67
2576,164176.12
2577,193893.34
2578,104868.086
2579,62983.406
2580,181747.56
2581,147679.39
2582,138244.92
2583,233158.9
2584,160876.25
2585,189031.48
2586,205022.67
2587,210969.31
2588,132734.92
2589,150098.42
2590,225901.98
2591,221763.69
2592,232502.6
2593,263075.72
2594,183369.27
2595,196487.27
2596,286000.7
2597,198421.86
2598,295915.03
2599,323866.9
2600,255831.6
2601,130434.836
2602,121055.586
2603,122923.83
2604,125203.76
2605,117673.31
2606,144134.56
2607,230620.45
2608,237881.27
2609,175076.8
2610,110795.89
2611,215640.55
2612,157551.58
2613,129307.78
2614,126876.24
2615,180083.48
2616,150197.67
2617,265590.66
2618,222290.61
2619,265791.53
2620,191748.81
2621,172918.4
2622,202384.56
2623,234742.11
2624,303276.5
2625,352682.75
2626,157496.86
2627,175241.66
2628,394497.22
2629,476165.03
2630,317616.06
2631,398340.2
2632,374604.56
2633,279776.78
2634,321486.3
2635,150176.42
2636,214625.39
2637,161464.05
2638,269305.75
2639,198498.6
2640,157318.06
2641,122901.37
2642,195561.28
2643,124511.16
2644,153057.92
2645,127941.66
2646,103637.71
2647,133859.5
2648,154484.7
2649,158692.5
2650,129365.2
2651,162361.4
2652,385023.28
2653,241453.61
2654,281153.16
2655,312862.9
2656,304860.3
2657,328656.0
2658,298144.6
2659,298271.38
2660,337408.44
2661,319352.6
2662,310087.8
2663,283362.78
2664,276714.9
2665,312326.94
2666,277117.06
2667,156824.69
2668,162357.03
2669,168018.11
2670,278038.5
2671,161420.73
2672,191083.02
2673,211822.28
2674,223475.69
2675,161292.9
2676,176389.95
2677,189428.75
2678,292468.28
2679,271393.22
2680,267100.62
2681,361059.62
2682,337399.75
2683,496745.47
2684,294819.72
2685,330737.78
2686,239462.53
2687,294051.25
2688,209128.45
2689,185542.22
2690,412513.16
2691,193619.4
2692,141074.95
2693,198525.86
2694,140932.98
2695,195672.25
2696,177238.23
2697,208041.72
2698,219369.45
2699,178688.33
2700,163247.61
2701,146318.77
2702,130371.55
2703,150139.6
2704,151987.92
2705,126619.66
2706,122437.59
2707,137375.39
2708,130152.78
2709,123157.945
2710,125931.06
2711,389182.38
2712,340907.75
2713,163286.52
2714,153975.58
2715,167900.67
2716,133149.67
2717,201877.0
2718,224347.12
2719,137615.36
2720,194012.64
2721,145109.4
2722,187289.25
2723,134112.34
2724,127211.766
2725,145762.6
2726,161754.81
2727,200127.16
2728,181296.14
2729,161643.22
2730,159503.06
2731,133571.33
2732,134798.31
2733,200283.84
2734,214629.58
2735,149654.73
2736,198198.08
2737,128678.484
2738,205825.28
2739,163743.1
2740,139565.6
2741,155693.9
2742,161102.62
2743,179915.17
2744,157801.52
2745,139297.94
2746,128933.42
2747,162678.39
2748,142049.22
2749,142741.33
2750,131854.69
2751,128769.43
2752,242711.6
2753,210007.19
2754,421149.72
2755,157158.17
2756,126668.85
2757,126314.88
2758,77591.234
2759,181186.83
2760,208855.64
2761,161084.77
2762,158030.58
2763,234660.39
2764,155371.16
2765,322862.94
2766,199426.25
2767,106447.59
2768,167780.02
2769,146993.27
2770,144828.66
2771,123835.88
2772,128165.484
2773,214377.94
2774,199025.64
2775,181487.62
2776,163012.81
2777,186027.94
2778,130281.78
2779,202633.62
2780,134073.75
2781,123437.1
2782,122660.98
2783,153258.28
2784,135772.81
2785,195042.23
2786,76884.53
2787,141248.44
2788,117258.74
2789,231292.6
2790,141348.4
2791,128817.78
2792,120233.22
2793,195598.05
2794,132339.36
2795,146075.44
2796,123924.21
2797,296696.8
2798,158406.4
2799,143342.58
2800,84834.18
2801,133261.66
2802,149262.73
2803,259578.75
2804,149746.27
2805,102734.57
2806,125012.0
2807,147622.38
2808,153838.5
2809,140265.84
2810,129899.234
2811,193686.84
2812,147743.58
2813,272618.44
2814,245236.78
2815,124175.51
2816,275083.88
2817,149194.86
2818,135471.77
2819,194303.86
2820,180722.5
2821,138899.89
2822,216844.4
2823,428397.97
2824,258935.42
2825,157973.23
2826,136646.14
2827,174090.75
2828,290147.62
2829,221042.9
2830,235746.33
2831,176413.97
2832,261120.22
2833,277822.9
2834,215814.3
2835,223852.34
2836,193999.78
2837,189136.31
2838,148540.58
2839,189145.89
2840,191517.06
2841,202281.75
2842,231302.81
2843,161738.02
2844,177182.72
2845,124917.586
2846,217753.86
2847,202901.8
2848,213566.1
2849,196485.7
2850,274216.84
2851,202148.73
2852,223648.33
2853,231929.78
2854,141985.86
2855,200198.6
2856,187642.12
2857,193102.94
2858,178630.4
2859,161522.73
2860,123185.51
2861,160378.1
2862,200020.11
2863,139741.34
2864,267917.47
2865,143651.95
2866,199053.84
2867,122011.54
2868,156870.5
2869,192527.27
2870,168918.4
2871,129940.06
2872,61136.742
2873,146046.31
2874,163593.78
2875,135599.95
2876,187311.1
2877,167708.44
2878,191322.61
2879,160602.11
2880,141696.22
2881,179160.83
2882,213306.16
2883,212078.02
2884,192754.08
2885,203661.31
2886,255683.14
2887,134590.38
2888,161751.19
2889,80284.26
2890,100234.945
2891,171374.75
2892,73634.9
2893,139166.05
2894,67073.56
2895,268444.66
2896,255915.39
2897,213802.56
2898,223430.34
2899,200055.77
2900,161582.98
2901,233823.83
2902,189337.75
2903,319007.2
2904,312454.66
2905,149078.0
2906,190655.47
2907,137787.38
2908,129183.67
2909,226843.62
2910,81848.28
2911,120170.836
2912,157584.31
2913,122093.77
2914,118414.41
2915,124403.25
2916,120843.59
2917,191088.12
2918,130714.05
2919,220663.78
